Player Name,Likes,Pos,Salary,Team,Opp,RS,Pitcher Name,Pitcher wOBA,Pitcher wOBA Diff,Pitcher Handedness,Hitter Handedness,Hitter wOBA,Hitter wOBA Diff,Hitter ISO,Hitter ISO Diff,Batting Order (Confirmed),Batting Order (Projected),Batting Order Diff,Park Factor,Temperature Factor,Wind Factor,L10 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Austin Riley,,3B/OF,3800,ATL,NYM,3.86,deGrom,0.241,-18%,R,R,0.283,-5%,0.201,-5%,x,x,-,0%,0%,0%,4.0,4.0,4.0,-1.4,9.4,0.0,0.0,0.0,0.0
Brett Gardner,,OF,3800,NYY,PHI,5.64,Arrieta,0.339,3%,R,L,0.339,8%,0.213,29%,8,,1,-1%,3%,0%,4.8,4.8,4.8,-3.8,13.4,7.9,2.1,0.0,0.0
Zach Green,,3B,3800,SF,@COL,6.45,Gonzalez,0.308,0%,R,R,,-2%,,-2%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose Siri,,OF,3800,SF,@COL,6.45,Gonzalez,0.308,0%,R,R,,-2%,,-2%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rob Brantly,,C,3800,SF,@COL,6.45,Gonzalez,0.370,5%,R,L,,2%,,3%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ronny Rodriguez,,2B,3800,MIL,CWS,4.82,Rodon,0.310,-3%,L,R,0.303,5%,0.198,8%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brian Dozier,,2B,3800,NYM,@ATL,4.14,Soroka,0.251,-15%,R,R,0.311,-8%,0.190,-11%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mitch Haniger,,OF,3800,SEA,OAK,3.84,Montas,0.299,-4%,R,R,0.345,-1%,0.225,5%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom Murphy,,C,3800,SEA,OAK,3.84,Montas,0.299,-4%,R,R,0.273,-7%,0.181,-9%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dustin Fowler,,OF,3800,OAK,@SEA,5.16,Sheffield,,-4%,L,L,,-6%,,-17%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James McCann,,C,3700,CWS,@MIL,4.68,Anderson,0.333,2%,L,R,0.339,9%,0.210,26%,6,,1,2%,-3%,0%,14.7,14.7,14.7,5.6,23.7,7.5,2.0,0.0,0.0
Kyle Lewis,,OF,3700,SEA,OAK,3.84,Montas,0.299,-4%,R,R,0.407,1%,0.385,8%,3,,0,-2%,2%,0%,11.2,11.2,11.2,7.6,14.8,6.7,1.8,0.0,0.0
Joc Pederson,,OF,3700,LAD,@SD,4.20,Paddack,0.280,-10%,R,L,0.376,9%,0.308,18%,1,,6,-4%,-1%,2%,5.7,5.7,5.7,0.4,11.1,9.2,2.5,0.0,0.0
Kevin Newman,,SS,3700,PIT,@MIN,3.94,Thorpe,,2%,L,R,0.322,2%,0.093,-2%,2,,0,3%,0%,-1%,5.1,5.1,5.1,-0.9,11.2,8.1,2.2,0.0,0.0
Jaylin Davis,,OF,3700,SF,@COL,6.45,Gonzalez,0.308,0%,R,R,0.236,-3%,0.103,-5%,x,x,-,0%,0%,0%,4.8,4.8,4.8,-1.9,11.4,0.0,0.0,0.0,0.0
Will Smith,,C,3700,LAD,@SD,4.20,Paddack,0.255,-14%,R,R,0.410,4%,0.381,15%,9,,0,-4%,-1%,3%,3.0,3.0,3.0,-0.3,6.3,6.2,1.7,0.0,0.0
Victor Caratini,,1B/C,3700,CHC,KC,4.36,Duffy,0.331,2%,L,S,0.305,1%,0.094,-2%,x,x,-,0%,0%,0%,3.9,3.9,3.9,1.8,5.9,0.0,0.0,0.0,0.0
Francisco Mejia,,C,3700,SD,LAD,3.80,Buehler,0.259,-14%,R,S,0.323,3%,0.208,10%,x,x,-,0%,0%,0%,2.6,2.6,2.6,0.1,5.0,0.0,0.0,0.0,0.0
Brock Holt,,3B/OF,3700,MIL,CWS,4.82,Rodon,0.308,-5%,L,L,0.273,-10%,0.027,-42%,x,x,-,0%,0%,0%,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0
Miguel Andujar,,3B/OF,3700,NYY,PHI,5.64,Arrieta,0.281,-9%,R,R,0.351,2%,0.207,-2%,x,x,-,0%,0%,0%,1.7,1.7,1.7,0.1,3.2,0.0,0.0,0.0,0.0
Adeiny Hechavarria,,2B/SS,3700,ATL,NYM,3.86,deGrom,0.241,-18%,R,R,0.268,-5%,0.134,-3%,x,x,-,0%,0%,0%,2.5,2.5,2.5,-1.0,6.0,0.0,0.0,0.0,0.0
Jake Marisnick,,OF,3700,NYM,@ATL,4.14,Soroka,0.251,-15%,R,R,0.290,-3%,0.181,-2%,x,x,-,0%,0%,0%,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0
Jacob Nottingham,,C,3700,MIL,CWS,4.82,Rodon,0.310,-3%,L,R,,2%,,7%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.P. Crawford,,SS,3600,SEA,OAK,3.84,Montas,0.347,4%,R,L,0.330,10%,0.201,29%,1,,1,-5%,2%,0%,10.2,10.2,10.2,1.8,18.6,8.1,2.3,0.0,0.0
Chadwick Tromp,,C,3600,SF,@COL,6.45,Gonzalez,0.308,0%,R,R,,-2%,,-2%,8,,0,30%,2%,0%,10.0,10.0,10.0,1.3,18.7,7.5,2.1,0.0,0.0
Robinson Cano,,2B,3600,NYM,@ATL,4.14,Soroka,0.314,-4%,R,L,0.338,6%,0.196,23%,4,,2,9%,0%,0%,7.3,7.3,7.3,-0.5,15.1,8.2,2.3,0.0,0.0
Jose Osuna,,1B/OF,3600,PIT,@MIN,3.94,Thorpe,,2%,L,R,0.302,0%,0.183,2%,4,,1,5%,0%,-2%,7.5,7.5,7.5,0.5,14.5,7.8,2.2,0.0,0.0
Stephen Piscotty,,OF,3600,OAK,@SEA,5.16,Sheffield,,2%,L,R,0.371,8%,0.219,9%,8,,-1,-2%,3%,0%,4.5,4.5,4.5,1.6,7.4,7.8,2.2,0.0,0.0
Mallex Smith,,OF,3600,SEA,OAK,3.84,Montas,0.347,4%,R,L,0.302,1%,0.117,12%,9,,-1,-5%,1%,0%,3.7,3.7,3.7,0.1,7.3,6.5,1.8,0.0,0.0
Andres Gimenez,,3B/SS,3600,NYM,@ATL,4.14,Soroka,0.314,-4%,R,L,,2%,,3%,8,,1,6%,0%,0%,7.0,7.0,7.0,0.4,13.6,4.9,1.4,0.0,0.0
Drew Butera,,C,3600,COL,SF,7.05,Cueto,0.324,0%,R,R,0.223,-6%,0.079,-13%,x,x,-,0%,0%,0%,2.5,2.5,2.5,1.8,3.2,0.0,0.0,0.0,0.0
Jarrod Dyson,,OF,3600,PIT,@MIN,3.94,Thorpe,,-4%,L,L,0.296,1%,0.052,-24%,x,x,-,0%,0%,0%,2.0,2.0,2.0,-1.2,5.2,0.0,0.0,0.0,0.0
Joe McCarthy,,OF,3600,SF,@COL,6.45,Gonzalez,0.370,5%,R,L,,2%,,3%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nomar Mazara,,OF,3600,CWS,@MIL,4.68,Anderson,0.315,-2%,L,L,0.273,-12%,0.130,-21%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ian Miller,,OF,3600,CHC,KC,4.36,Duffy,0.260,-13%,L,L,,-6%,,-17%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Melky Cabrera,,OF,3600,NYM,@ATL,4.14,Soroka,0.314,-4%,R,S,0.312,-3%,0.122,-13%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlie Culberson,,OF/SS,3600,ATL,NYM,3.86,deGrom,0.241,-18%,R,R,0.324,-1%,0.192,3%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Hosmer,,1B,3500,SD,LAD,3.80,Buehler,0.259,-14%,R,L,0.338,10%,0.176,16%,x,x,-,0%,0%,0%,16.0,16.0,16.0,5.9,26.1,0.0,0.0,0.0,0.0
Travis d'Arnaud,,C,3500,ATL,NYM,3.86,deGrom,0.241,-18%,R,R,0.285,-5%,0.132,-12%,6,,0,1%,0%,0%,12.3,12.3,12.3,-2.0,26.6,5.7,1.6,0.0,0.0
David Bote,,2B/3B,3500,CHC,KC,4.36,Duffy,0.331,2%,L,R,0.327,2%,0.178,7%,6,,0,1%,-1%,-10%,10.6,10.6,10.6,2.2,19.0,6.7,1.9,0.0,0.0
Wilson Ramos,,C,3500,NYM,@ATL,4.14,Soroka,0.251,-15%,R,R,0.326,-7%,0.134,-20%,6,,2,8%,0%,0%,3.6,3.6,3.6,0.1,7.1,6.0,1.7,0.0,0.0
John Ryan Murphy,,C,3500,PIT,@MIN,3.94,Thorpe,,2%,L,R,0.277,1%,0.186,7%,x,x,-,0%,0%,0%,4.0,4.0,4.0,0.4,7.6,0.0,0.0,0.0,0.0
Gregory Polanco,,OF,3500,PIT,@MIN,3.94,Thorpe,,-4%,L,L,0.309,-7%,0.169,-19%,x,x,-,0%,0%,0%,3.3,3.3,3.3,0.3,6.2,0.0,0.0,0.0,0.0
Tyler Nevin,,1B/3B,3500,COL,SF,7.05,Cueto,0.324,0%,R,R,,-2%,,-2%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JT Riddle,,2B/OF,3500,PIT,@MIN,3.94,Thorpe,,-4%,L,L,0.250,-6%,0.147,-10%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Franklin Barreto,,2B,3500,OAK,@SEA,5.16,Sheffield,,2%,L,R,0.218,-2%,0.173,5%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luis Barrera,,OF,3500,OAK,@SEA,5.16,Sheffield,,-4%,L,L,,-6%,,-17%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colin Moran,,1B/3B,3400,PIT,@MIN,3.94,Thorpe,,-4%,L,L,0.272,-9%,0.118,-17%,x,x,-,0%,0%,0%,10.9,10.9,10.9,1.7,20.1,0.0,0.0,0.0,0.0
Tyler Flowers,,C,3400,ATL,NYM,3.86,deGrom,0.241,-18%,R,R,0.296,-7%,0.151,-1%,x,x,-,0%,0%,0%,6.5,6.5,6.5,0.1,12.9,0.0,0.0,0.0,0.0
Matt Adams,,1B,3400,ATL,NYM,3.86,deGrom,0.274,-11%,R,L,0.329,4%,0.246,4%,5,,0,0%,0%,0%,6.3,6.3,6.3,-1.2,13.7,7.0,2.1,0.0,0.0
Chris Owings,,2B/SS,3400,COL,SF,7.05,Cueto,0.324,0%,R,R,0.198,-14%,0.087,-15%,8,,0,11%,1%,0%,6.3,6.3,6.3,-2.3,14.8,6.6,1.9,0.0,0.0
Ender Inciarte,,OF,3400,ATL,NYM,3.86,deGrom,0.274,-11%,R,L,0.315,0%,0.143,30%,9,,-1,0%,0%,0%,5.7,5.7,5.7,0.7,10.8,5.5,1.6,0.0,0.0
Josh Naylor,,OF,3400,SD,LAD,3.80,Buehler,0.259,-14%,R,L,0.309,0%,0.176,5%,x,x,-,0%,0%,0%,1.5,1.5,1.5,-0.6,3.6,0.0,0.0,0.0,0.0
Daniel Vogelbach,,1B,3400,SEA,OAK,3.84,Montas,0.347,4%,R,L,0.356,8%,0.249,14%,6,,0,-4%,2%,0%,2.4,2.4,2.4,-0.1,4.9,7.7,2.3,0.0,0.0
Elias Diaz,,C,3400,COL,SF,7.05,Cueto,0.324,0%,R,R,0.284,-4%,0.099,-10%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Stamets,,SS,3400,COL,SF,7.05,Cueto,0.324,0%,R,R,0.086,-6%,0.000,-9%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alan Trejo,,SS,3400,COL,SF,7.05,Cueto,0.324,0%,R,R,,-2%,,-2%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Rabago,,C,3400,COL,SF,7.05,Cueto,,%,R,,,%,,%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ke'Bryan Hayes,,3B,3400,PIT,@MIN,3.94,Thorpe,,2%,L,R,,2%,,7%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyrone Taylor,,OF,3400,MIL,CWS,4.82,Rodon,0.310,-3%,L,R,,2%,,7%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zack Short,,SS,3400,CHC,KC,4.36,Duffy,0.331,2%,L,R,,2%,,7%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skye Bolt,,OF,3400,OAK,@SEA,5.16,Sheffield,,2%,L,S,,2%,,7%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scott Kingery,,2B,3300,PHI,@NYY,3.36,Cole,0.279,-10%,R,R,0.293,-1%,0.155,-6%,8,,0,-3%,3%,0%,3.0,3.0,3.0,0.0,6.0,5.8,1.8,0.0,0.0
Guillermo Heredia,,OF,3300,PIT,@MIN,3.94,Thorpe,,2%,L,R,0.320,6%,0.127,9%,7,,0,4%,0%,-1%,1.8,1.8,1.8,-1.8,5.3,5.5,1.7,0.0,0.0
Tyler Wade,,2B/OF,3300,NYY,PHI,5.64,Arrieta,0.339,3%,R,L,0.280,0%,0.123,-3%,9,,0,-1%,2%,0%,3.5,3.5,3.5,-1.4,8.4,6.2,1.9,0.0,0.0
Will Craig,,1B,3300,PIT,@MIN,3.94,Thorpe,,2%,L,R,,2%,,7%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gavin Lux,,2B,3300,LAD,@SD,4.20,Paddack,0.280,-10%,R,L,0.325,2%,0.143,0%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hunter Dozier,,3B,3300,KC,@CHC,3.64,Mills,0.239,-9%,R,R,0.334,1%,0.224,7%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yangervis Solarte,,2B/OF,3300,ATL,NYM,3.86,deGrom,0.274,-11%,R,S,0.278,0%,0.135,-1%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Max Moroff,,2B/SS,3300,NYM,@ATL,4.14,Soroka,0.314,-4%,R,S,0.235,-1%,0.125,0%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Neil Walker,,1B/2B,3300,PHI,@NYY,3.36,Cole,0.289,-8%,R,S,0.316,0%,0.150,2%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Didi Gregorius,,SS,3200,PHI,@NYY,3.36,Cole,0.289,-8%,R,L,0.334,2%,0.228,19%,5,,0,-2%,4%,0%,13.3,13.3,13.3,5.3,21.4,7.6,2.4,0.0,0.0
Jay Bruce,,OF,3200,PHI,@NYY,3.36,Cole,0.289,-8%,R,L,0.307,1%,0.231,6%,7,,0,-3%,4%,0%,8.5,8.5,8.5,-3.5,20.5,7.0,2.2,0.0,0.0
Ben Gamel,,OF,3200,MIL,CWS,4.82,Rodon,0.308,-5%,L,L,0.333,0%,0.129,-3%,9,,-1,-1%,-2%,0%,11.0,11.0,11.0,5.4,16.6,5.7,1.8,0.0,0.0
Leury Garcia,,OF/SS,3200,CWS,@MIL,4.68,Anderson,0.333,2%,L,S,0.321,8%,0.101,8%,7,,1,2%,-2%,0%,8.9,8.9,8.9,-4.2,22.0,7.3,2.3,0.0,0.0
Tomas Nido,,C,3200,NYM,@ATL,4.14,Soroka,0.251,-15%,R,R,0.195,-11%,0.089,-15%,x,x,-,0%,0%,0%,6.0,6.0,6.0,1.8,10.2,0.0,0.0,0.0,0.0
Luis Arraez,,2B,3200,MIN,PIT,5.56,Holland,0.254,-15%,L,L,0.318,-7%,0.024,-30%,2,,4,2%,0%,-1%,4.6,4.6,4.6,0.4,8.8,6.2,1.9,0.0,0.0
Jason Heyward,,OF,3200,CHC,KC,4.36,Duffy,0.260,-13%,L,L,0.275,-12%,0.089,-37%,7,,-1,1%,-1%,-9%,4.4,4.4,4.4,-0.3,9.1,4.8,1.5,0.0,0.0
Eduardo Nunez,,2B/3B,3200,NYM,@ATL,4.14,Soroka,0.251,-15%,R,R,0.282,-2%,0.119,-6%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Franchy Cordero,,OF,3200,KC,@CHC,3.64,Mills,,-3%,R,L,0.355,4%,0.200,5%,5,,2,0%,-1%,-10%,2.7,2.7,2.7,-1.9,7.2,5.8,1.8,0.0,0.0
Josh Phegley,,C,3200,CHC,KC,4.36,Duffy,0.331,2%,L,R,0.295,4%,0.176,10%,x,x,-,0%,0%,0%,3.0,3.0,3.0,1.6,4.4,0.0,0.0,0.0,0.0
Zack Collins,,C,3200,CWS,@MIL,4.68,Anderson,0.315,-2%,L,L,,-6%,,-17%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luis Urias,,SS,3200,MIL,CWS,4.82,Rodon,0.310,-3%,L,R,0.404,7%,0.186,11%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark Zagunis,,OF,3200,CHC,KC,4.36,Duffy,0.331,2%,L,R,0.302,2%,0.115,4%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jed Lowrie,,2B,3200,NYM,@ATL,4.14,Soroka,0.314,-4%,R,S,0.359,6%,0.201,25%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clint Frazier,,OF,3200,NYY,PHI,5.64,Arrieta,0.281,-9%,R,R,0.334,0%,0.193,-3%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tim Lopes,,OF,3100,SEA,OAK,3.84,Montas,0.299,-4%,R,R,0.285,-3%,0.063,-11%,x,x,-,0%,0%,0%,9.3,9.3,9.3,1.3,17.2,0.0,0.0,0.0,0.0
Kike Hernandez,,2B/OF,3100,LAD,@SD,4.20,Paddack,0.255,-14%,R,R,0.317,-3%,0.209,1%,x,x,-,0%,0%,0%,7.3,7.3,7.3,-3.3,17.8,0.0,0.0,0.0,0.0
Robbie Grossman,,OF,3100,OAK,@SEA,5.16,Sheffield,,2%,L,S,0.361,10%,0.141,17%,x,x,-,0%,0%,0%,7.0,7.0,7.0,0.9,13.1,0.0,0.0,0.0,0.0
Johan Camargo,,3B/OF,3100,ATL,NYM,3.86,deGrom,0.274,-11%,R,S,0.323,-4%,0.159,-14%,8,,-1,0%,0%,0%,5.0,5.0,5.0,-0.1,10.1,5.4,1.7,0.0,0.0
Alex Gordon,,OF,3100,KC,@CHC,3.64,Mills,,-3%,R,L,0.325,6%,0.146,20%,7,,-1,-1%,-1%,-9%,4.9,4.9,4.9,-1.3,11.1,5.8,1.9,0.0,0.0
Cole Tucker,,OF/SS,3100,PIT,@MIN,3.94,Thorpe,,2%,L,S,0.249,0%,0.128,4%,1,,6,2%,0%,-1%,5.0,5.0,5.0,-1.0,11.0,7.8,2.5,0.0,0.0
Roman Quinn,,OF,3100,PHI,@NYY,3.36,Cole,0.289,-8%,R,S,0.291,-1%,0.121,-7%,x,x,-,0%,0%,0%,1.5,1.5,1.5,-0.6,3.6,0.0,0.0,0.0,0.0
Yonathan Daza,,OF,3100,COL,SF,7.05,Cueto,0.324,0%,R,R,0.231,-5%,0.046,-12%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Kramer,,2B/OF,3100,PIT,@MIN,3.94,Thorpe,,-4%,L,L,,-6%,,-17%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jason Martin,,OF,3100,PIT,@MIN,3.94,Thorpe,,-4%,L,L,,-6%,,-17%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jace Peterson,,2B/OF,3100,MIL,CWS,4.82,Rodon,0.308,-5%,L,L,0.248,-8%,0.065,-24%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hernan Perez,,3B/SS,3100,CHC,KC,4.36,Duffy,0.331,2%,L,R,0.324,9%,0.186,23%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yonder Alonso,,1B,3100,ATL,NYM,3.86,deGrom,0.274,-11%,R,L,0.304,1%,0.160,-2%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jason Kipnis,,2B,3000,CHC,KC,4.36,Duffy,0.260,-13%,L,L,0.297,-3%,0.143,-13%,x,x,-,0%,0%,0%,13.0,13.0,13.0,5.8,20.2,0.0,0.0,0.0,0.0
A.J. Pollock,,OF,3000,LAD,@SD,4.20,Paddack,0.255,-14%,R,R,0.335,-1%,0.210,-4%,5,,1,-4%,-1%,2%,9.6,9.6,9.6,1.2,17.9,6.8,2.3,0.0,0.0
Nico Hoerner,,2B/SS,3000,CHC,KC,4.36,Duffy,0.331,2%,L,R,,2%,,7%,8,,0,1%,-1%,-8%,6.4,6.4,6.4,1.4,11.4,6.2,2.1,0.0,0.0
Greg Garcia,,2B,3000,SD,LAD,3.80,Buehler,0.259,-14%,R,L,0.310,6%,0.097,11%,x,x,-,0%,0%,0%,5.3,5.3,5.3,2.1,8.5,0.0,0.0,0.0,0.0
Jean Segura,,3B/SS,3000,PHI,@NYY,3.36,Cole,0.279,-10%,R,R,0.308,-5%,0.102,-21%,6,,0,-3%,2%,0%,3.3,3.3,3.3,0.4,6.2,6.3,2.1,0.0,0.0
Jacob Stallings,,C,3000,PIT,@MIN,3.94,Thorpe,,2%,L,R,0.352,4%,0.194,11%,8,,0,5%,0%,-2%,3.5,3.5,3.5,0.4,6.6,6.2,2.1,0.0,0.0
Thairo Estrada,,2B/SS,3000,NYY,PHI,5.64,Arrieta,0.281,-9%,R,R,0.337,-1%,0.235,1%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jedd Gyorko,,1B/3B,3000,MIL,CWS,4.82,Rodon,0.310,-3%,L,R,0.348,6%,0.195,17%,5,,0,1%,-3%,0%,3.3,3.3,3.3,0.4,6.2,5.9,2.0,0.0,0.0
Byron Buxton,,OF,3000,MIN,PIT,5.56,Holland,0.377,12%,L,R,0.327,4%,0.176,-3%,8,,1,0%,0%,-2%,1.8,1.8,1.8,-0.3,3.8,7.5,2.5,0.0,0.0
LaMonte Wade Jr.,,OF,3000,MIN,PIT,5.56,Holland,0.254,-15%,L,L,,-6%,,-17%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Logan Morrison,,1B,3000,MIL,CWS,4.82,Rodon,0.308,-5%,L,L,0.310,0%,0.150,-16%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robel Garcia,,2B,3000,CHC,KC,4.36,Duffy,0.331,2%,L,S,,2%,,7%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cristian Pache,,OF,3000,ATL,NYM,3.86,deGrom,,%,R,,,%,,%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sheldon Neuse,,2B,3000,OAK,@SEA,5.16,Sheffield,,2%,L,R,0.227,0%,0.061,2%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Avila,,C,2900,MIN,PIT,5.56,Holland,0.254,-15%,L,L,0.298,-4%,0.102,-22%,x,x,-,0%,0%,0%,10.0,10.0,10.0,3.0,17.0,0.0,0.0,0.0,0.0
Dylan Moore,,OF,2900,SEA,OAK,3.84,Montas,0.299,-4%,R,R,0.287,-4%,0.175,-2%,x,x,-,0%,0%,0%,9.6,9.6,9.6,2.0,17.2,0.0,0.0,0.0,0.0
Ryan O'Hearn,,1B,2900,KC,@CHC,3.64,Mills,,-3%,R,L,0.338,6%,0.251,11%,3,,2,-1%,-1%,-11%,9.5,9.5,9.5,1.2,17.8,6.8,2.3,0.0,0.0
Marwin Gonzalez,,3B/OF,2900,MIN,PIT,5.56,Holland,0.377,12%,L,S,0.325,2%,0.179,8%,6,,2,1%,0%,-2%,6.2,6.2,6.2,0.5,11.9,8.4,2.9,0.0,0.0
Chris Taylor,,2B/OF,2900,LAD,@SD,4.20,Paddack,0.255,-14%,R,R,0.331,-1%,0.177,-8%,7,,-1,-3%,0%,2%,5.1,5.1,5.1,0.2,10.0,6.1,2.1,0.0,0.0
Chad Pinder,,2B/OF,2900,OAK,@SEA,5.16,Sheffield,,2%,L,R,0.333,5%,0.180,2%,6,,1,-2%,3%,0%,5.8,5.8,5.8,-2.5,14.0,7.5,2.6,0.0,0.0
Ty France,,1B/2B,2900,SD,LAD,3.80,Buehler,0.271,-11%,R,R,0.288,-3%,0.124,-10%,x,x,-,0%,0%,0%,4.5,4.5,4.5,-0.4,9.4,0.0,0.0,0.0,0.0
Evan White,,1B,2900,SEA,OAK,3.84,Montas,0.299,-4%,R,R,,-2%,,-2%,7,,-3,-2%,2%,0%,4.4,4.4,4.4,-1.0,9.8,5.9,2.0,0.0,0.0
Manny Pina,,C,2900,MIL,CWS,4.82,Rodon,0.310,-3%,L,R,0.316,3%,0.123,-4%,7,,1,0%,-2%,0%,4.5,4.5,4.5,2.4,6.6,4.8,1.7,0.0,0.0
Austin Allen,,C,2900,OAK,@SEA,5.16,Sheffield,,-4%,L,L,,-6%,,-17%,x,x,-,0%,0%,0%,1.7,1.7,1.7,0.1,3.2,0.0,0.0,0.0,0.0
Austin Hedges,,C,2900,SD,LAD,3.80,Buehler,0.271,-11%,R,R,0.277,3%,0.175,10%,8,,0,-3%,-1%,2%,0.0,0.0,0.0,0.0,0.0,4.5,1.6,0.0,0.0
Luis Torrens,,C,2900,SD,LAD,3.80,Buehler,0.271,-11%,R,R,,-2%,,-2%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cheslor Cuthbert,,1B/3B,2900,CWS,@MIL,4.68,Anderson,0.333,2%,L,R,0.342,11%,0.170,22%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
